--------------------
BDMEP - INMET
--------------------
Estação           : SAO PAULO  IAG  - SP (OMM: 83004)
Latitude  (graus) : -23.65
Longitude (graus) : -46.61
Altitude  (metros): 800.00
Estação Operante
Inicio de operação: 01/01/1933
Periodo solicitado dos dados: 01/01/1930 a 31/12/2012
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, <A HREF="instrucao.html" TARGET="_top" rel="facebox">siga as instruções</a>
--------------------
Estacao;Data;Hora;Precipitacao;TempBulboSeco;TempBulboUmido;TempMaxima;TempMinima;UmidadeRelativa;PressaoAtmEstacao;PressaoAtmMar;DirecaoVento;VelocidadeVentoInsolacao;Nebulosidade;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83004;06/03/1995;0000;;22;19.6;27.1;;81;924.7;;0;0;1.3;10;2.7;23.06;78;1.333333;
83004;06/03/1995;1200;0;24.9;20.5;;19.7;68;926;;0;0;;9;;;;;
83004;06/03/1995;1800;;26.4;22.1;;;70;923.9;;0;0;;9;;;;;
83004;07/03/1995;0000;;21.8;20.2;29.3;;87;926;;9;4;6.2;10;1.5;23.6;76;3.333333;
83004;07/03/1995;1200;0;23.9;20;;19.6;71;925.9;;5;5;;7;;;;;
83004;07/03/1995;1800;;27.4;22.3;;;65;922.7;;9;3;;7;;;;;
83004;08/03/1995;0000;;22.6;20.6;33;;84;924.4;;9;2;9.4;7;1.9;25.44;63.25;3.333333;
83004;08/03/1995;1200;0;26;21.3;;19.2;67;924.2;;36;2;;0;;;;;
83004;08/03/1995;1800;;31.4;21.4;;;42;920.9;;32;4;;4;;;;;
83004;09/03/1995;0000;;24.5;20.8;29.3;;72;923.1;;5;4;3.4;6;3.4;22.76;82.75;2;
83004;09/03/1995;1200;0;26.3;20.7;;19.4;61;925.5;;36;3;;8;;;;;
83004;09/03/1995;1800;;25;22.3;;;80;925.7;;18;3;;10;;;;;
83004;10/03/1995;0000;;19.4;18.8;22;;95;927.1;;0;0;0;10;1.3;19.92;94.25;2;
83004;10/03/1995;1200;24.3;20.4;19.6;;18.8;93;929.3;;0;0;;10;;;;;
83004;10/03/1995;1800;;21;20;;;92;928.9;;18;1;;10;;;;;
83004;11/03/1995;0000;;19.2;18.8;24.4;;96;930.5;;18;5;0.5;10;0.3;20.44;91.25;1.666667;
83004;11/03/1995;1200;3.2;20;19.4;;18.8;95;930.6;;23;1;;10;;;;;
83004;11/03/1995;1800;;23.4;21.1;;;82;928.8;;18;2;;10;;;;;
83004;12/03/1995;0000;;19.5;18.8;25.8;;94;929.4;;18;2;4.1;10;0.7;21;84.25;1.666667;
83004;12/03/1995;1200;0.6;23.2;20.2;;18.6;77;927.3;;0;0;;7;;;;;
83004;12/03/1995;1800;;23.5;20.6;;;78;924.1;;14;5;;10;;;;;
83004;13/03/1995;0000;;18.7;17.7;21.4;;91;925.2;;0;0;0;3;1.1;18.24;91;1;
83004;13/03/1995;1200;0;20.1;18;;15.9;82;924.7;;14;3;;10;;;;;
83004;13/03/1995;1800;;17.8;17.1;;;94;923.9;;0;0;;10;;;;;
83004;14/03/1995;0000;;16.9;16.3;21.8;;94;923.7;;0;0;0.2;10;0.5;18.1;90;1.333333;
83004;14/03/1995;1200;23.3;17.5;16.6;;16.2;92;922.3;;0;0;;10;;;;;
83004;14/03/1995;1800;;20.5;18.3;;;82;919.7;;14;2;;10;;;;;
83004;15/03/1995;0000;;17.5;16.7;25;;93;921.6;;18;2;4.4;10;0.7;18.12;84.75;2;
83004;15/03/1995;1200;2.2;16;15;;15.2;90;921.9;;14;4;;10;;;;;
83004;15/03/1995;1800;;23.6;18.6;;;63;919.6;;23;2;;7;;;;;
83004;16/03/1995;0000;;17.2;16.4;28.5;;93;922.4;;0;0;9.1;1;1.2;20.34;73.75;1;
83004;16/03/1995;1200;9.6;20;16.3;;13.8;70;924.6;;0;0;;0;;;;;
83004;16/03/1995;1800;;26.9;18.4;;;45;922.8;;27;3;;4;;;;;
83004;17/03/1995;0000;;19.7;18.5;27.7;;90;924.4;;0;0;6.1;2;2.2;21.32;71.25;0.666667;
83004;17/03/1995;1200;0;24;19.6;;16.1;67;926.7;;36;2;;0;;;;;
83004;17/03/1995;1800;;27.6;18;;;40;924.6;;0;0;;5;;;;;
83004;18/03/1995;0000;;19.4;18.2;27.6;;89;926.2;;0;0;3.4;0;2;21.4;70.25;2;
83004;18/03/1995;1200;0;23;17;;15.6;56;927.8;;5;3;;7;;;;;
83004;18/03/1995;1800;;26.6;20.6;;;59;925.9;;9;3;;10;;;;;
83004;19/03/1995;0000;;20.4;18.4;26.8;;83;927.7;;0;0;0.3;0;2.2;21.16;85;1.333333;
83004;19/03/1995;1200;0;20.7;18.8;;17.5;84;928;;5;4;;10;;;;;
83004;19/03/1995;1800;;25.2;21.6;;;74;925.9;;0;0;;10;;;;;
83004;20/03/1995;0000;;20.4;19.3;27;;91;928.2;;0;0;0.2;1;1;21.56;84.75;1.333333;
83004;20/03/1995;1200;0.1;20.5;19.3;;17.5;90;928.8;;5;3;;10;;;;;
83004;20/03/1995;1800;;25.7;22;;;73;927.2;;14;1;;7;;;;;
83004;21/03/1995;0000;;21.4;20;24.5;;88;928.6;;0;0;0;10;1.1;21.14;84.75;2;
